id,ctry,cit,reg,name,url,stat,date,prfs,lat,lon,prts,traf,avg,trgh,ipv6_avg,pch,updt,tc_rank,tw_rank,pc_rank,pr_rank,pw_rank,tr_rank,prts_url,q9,iata,regct
30,Brazil,"São Paulo","Latin America","Ponto de Troca de Tráfego Metro São Paulo",http://ix.br/adesao/sp,Active,20041004,0,-23.62000,-46.65000,2413,13496880000,4777000000,1500000000,7.473310,Yes,2021-09-03,1,1,1,1,1,1,https://ix.br/particip/sp,No,GRU,137
160,Netherlands,Amsterdam,Europe,"Amsterdam Internet Exchange",https://ams-ix.net/,Active,19971229,1204334,52.30000,4.77000,845,9546000000,5597700000,3077200000,2.459940,Yes,2021-09-03,1,2,1,2,4,1,https://ams-ix.net/connected_parties,Yes,AMS,387
83,Germany,Frankfurt,Europe,"Deutscher Commercial Internet Exchange DE-CIX Frankfurt",https://www.de-cix.net/en/locations/germany/frankfurt,Active,19950500,1492263,50.12000,8.68000,1068,9340300200,6910000000,3600000000,0.000000,Yes,2021-09-03,1,3,1,1,3,2,https://www.de-cix.net/en/locations/germany/frankfurt/connected-networks,Yes,FRA,387
62,"United Kingdom",London,Europe,"London Internet Exchange",https://www.linx.net/,Active,19941108,757539,51.48000,-0.45000,770,4216000000,2700000000,1400000000,0.000000,Yes,2018-08-22,1,5,1,3,5,3,https://portal.linx.net/members/list-ip-asn,Yes,LHR,387
572,Netherlands,Amsterdam,Europe,"Neutral Internet Exchange",https://www.nl-ix.net/,Active,20020301,345945,52.30000,4.77000,460,3520000000,1890000000,800000000,0.000000,Yes,2021-09-03,2,6,2,7,12,4,https://www.nl-ix.net/network/connected-networks/,Yes,AMS,387
415,Brazil,"Rio de Janeiro","Latin America","Ponto de Troca de Tráfego do Rio de Janeiro",https://ix.br/adesao/rj,Active,20100000,0,-22.90000,-43.17000,470,3364480000,945600000,320000000,10.321490,No,2021-09-03,2,7,3,3,9,3,https://ix.br/particip/rj,No,,137
130,Japan,Tokyo,Asia-Pacific,"JPNAP Tokyo",http://www.jpnap.net/english/jpnap-tokyo/index.html,Active,20010000,0,35.55000,139.78000,130,2612568000,780000000,338000000,0.000000,No,2021-09-03,1,8,3,16,71,1,http://www.jpnap.net/english/jpnap-tokyo/customer.html,No,,253
96,China,"Hong Kong",Asia-Pacific,"Hong Kong Internet Exchange",http://www.hkix.net,Active,19950400,648896,22.33000,114.18000,293,2132960000,852000000,400000000,0.000000,Yes,2021-09-03,1,12,1,4,22,2,http://www.hkix.net/hkix/participant.htm,No,HKG,253
345,"United States",Seattle,"North America","Seattle Internet Exchange",https://www.seattleix.net/,Active,19970620,478310,47.61000,-122.33000,271,1852436322,1080000000,700000000,0.000000,Yes,2021-09-03,1,14,2,2,25,1,https://www.seattleix.net/participants/,Yes,SEA,254
1240,Ukraine,Kiev,Europe,"Digital Telecom Internet Exchange",https://dtel-ix.net/,Active,20090000,0,50.40000,30.45000,140,1774000000,808800000,150040000,1.211670,No,2021-09-03,2,15,2,35,66,8,https://dtel-ix.net/en/members,No,,387
129,Japan,Tokyo,Asia-Pacific,"Japan Internet Exchange",https://www.jpix.ad.jp/jp/index.php,Active,19970700,341786,35.55000,139.78000,174,1680000000,842500000,400000000,0.000000,Yes,2021-09-03,2,16,1,10,52,4,https://www.jpix.ad.jp/en/member.php?qso=b&qar=2,Yes,NRT,253
1089,Brazil,Fortaleza,"Latin America","Ponto de Troca de Trafego do Fortaleza",https://ix.br/adesao/ce,Active,20081001,0,-3.78000,-38.53000,474,1680000000,388000000,120000000,0.000000,No,2021-09-03,3,16,2,2,8,4,https://ix.br/particip/ce,No,,137
1270,Russia,Moscow,Europe,"DataIX Moscow",http://www.dataix.ru/,Active,20101020,0,55.75000,37.60000,282,1600000000,0,200000000,0.000000,No,2021-09-03,1,18,4,14,24,9,http://www.dataix.ru/members/,No,,387
1306,"South Africa",Johannesburg,Africa,"NAPAfrica Johannesburg",https://www.napafrica.net/,Active,20120000,260323,-26.13000,28.23000,477,1598821618,1135768516,466464644,0.000000,Yes,2021-10-01,1,19,1,1,7,1,https://www.napafrica.net/who-is-peering/,Yes,JNB,82
1124,France,Paris,Europe,France-IX,https://www.franceix.net/en/,Active,20101100,433040,48.80000,2.33000,445,1390000000,665000000,556000000,0.000000,Yes,2021-09-03,1,21,1,8,14,11,https://www.franceix.net/en/france-ix-paris/members-in-paris/,Yes,CDG,387
126,Japan,Osaka,Asia-Pacific,"JPNAP Osaka",http://www.mfeed.co.jp/english/jpnap-osaka/index.html,Active,20020002,0,34.53000,135.50000,52,1337180000,407000000,179000000,0.000000,No,2021-09-03,3,22,5,37,174,5,http://www.mfeed.co.jp/english/jpnap-osaka/customer.html,No,,253
464,Singapore,Singapore,Asia-Pacific,"Equinix Singapore IBX",https://www.equinix.sg/,Active,20040426,767349,1.37000,103.98000,156,650000000,0,0,0.000000,Yes,0000-00-00,1,23,2,12,60,6,,Yes,"QPG, QPG",253
1272,Singapore,Singapore,Asia-Pacific,"Singapore Internet Exchange",https://www.sgix.sg/,Active,20090900,295147,1.37000,103.98000,166,1230000000,287630000,120000000,0.000000,Yes,2021-09-03,2,25,1,11,56,7,https://www.sgix.sg/peering-participants/,Yes,QPG,253
55,"Czech Republic",Prague,Europe,"NIX.CZ - Neutral Internet eXchange for the Czech Republic",https://www.nix.cz/cs,Active,19960831,0,50.08000,14.43000,182,1200000000,0,160000000,0.000000,No,2020-03-27,1,26,1,27,48,12,https://www.nix.cz/en/networks,No,,387
118,Italy,Milan,Europe,"Milan Internet Exchange",http://www.mix-it.net/,Active,20001100,0,45.45000,9.17000,345,1112000000,668000000,190000000,0.000000,No,2021-05-07,1,27,1,11,18,13,http://www.mix-it.net/index.php?option=com_content&view=article&id=85&Itemid=84&lang=en,No,,387
39,Canada,Toronto,"North America","Toronto Internet Exchange",https://www.torix.ca/,Active,19980724,341350,43.67000,-79.40000,226,1082000000,706000000,316000000,0.000000,Yes,2021-09-03,1,29,1,4,37,3,https://www.torix.ca/peers/,Yes,YYZ,254
227,Sweden,Stockholm,Europe,"Netnod Stockholm",https://www.netnod.se/,Active,19970000,0,59.33000,18.05000,162,1078711000,917833000,200000000,0.000000,Yes,2021-09-03,1,30,1,32,59,14,https://www.netnod.se/ix/networks,No,ARN,387
1265,"United States",Minneapolis,"North America","Midwest Internet Cooperative Exchange",http://www.micemn.net/,Active,20110111,0,44.98550,-93.27190,94,827460000,1,110000000,0.000000,Yes,2021-08-29,3,31,14,15,104,4,http://www.micemn.net/participants.html,No,MSP,254
320,"United States","New York","North America","New York International Internet Exchange",http://www.nyiix.net/,Active,19960000,157,40.75000,-74.00000,174,998100000,605230000,390000000,0.000000,Yes,2021-09-03,4,33,6,7,52,5,http://www.nyiix.net/members/,Yes,LGA,254
213,Spain,Madrid,Europe,"Punto Neutro Español de Internet",http://www.espanix.net/en/index.html,Active,19970000,148611,40.43000,-3.70000,97,970000000,560340000,180000000,0.000000,Yes,2021-09-03,1,34,2,51,100,15,http://www.espanix.net/en/partners.html,Yes,MAD,387
255,"United States",Ashburn,"North America","Equinix IBX Ashburn",https://www.equinix.com/,Active,20021031,940424,39.02000,-77.46000,208,610000000,0,0,0.000000,Yes,0000-00-00,5,35,5,6,44,6,,Yes,IAD,254
509,Poland,Warsaw,Europe,"Equinix IX Warsaw (ex-PLIX)",http://www.plix.pl/pl,Active,20060402,304605,52.23000,21.00000,266,883000000,521000000,150000000,0.000000,Yes,2018-11-02,3,37,3,15,26,17,http://www.plix.pl/pl/member,Yes,WAW,387
15,Austria,Vienna,Europe,"Vienna Internet Exchange",https://www.vix.at/vixhome.html,Active,19960400,145453,48.20000,16.37000,149,836080000,478680000,142500000,3.693490,Yes,2021-09-03,1,39,1,33,62,18,https://www.vix.at/vix_participants.html,Yes,VIE,387
125,Japan,Osaka,Asia-Pacific,"JPIX Osaka",https://www.jpix.ad.jp/en/,Active,20020400,0,34.53000,135.50000,49,782900000,467000000,150000000,0.000000,No,2021-09-03,4,42,7,41,188,9,https://www.jpix.ad.jp/jp/member.php,No,,253
49,Colombia,Bogotá,"Latin America","NAP Colombia",https://www.nap.co,Active,20000629,0,4.70000,-74.13000,21,743000000,0,10000000,0.000000,No,2020-09-21,1,43,1,38,315,6,https://www.nap.co/miembros/,No,,137
116,Ireland,Dublin,Europe,"Internet Neutral Exchange Association Limited",https://www.inex.ie/,Active,19960000,1011441,53.33000,-6.25000,108,577998932,398135795,161529181,0.000000,Yes,2021-10-05,1,45,1,46,89,21,https://www.inex.ie/about-us/inex-members/,Yes,DUB,387
249,Ukraine,Kiev,Europe,"Ukrainian Internet Exchange",https://www.ix.net.ua/en,Active,20000700,43962,50.40000,30.45000,180,664930000,169,110000000,0.000000,No,2021-09-03,3,47,1,28,49,23,https://www.ix.net.ua/members,No,,387
17,Belgium,Brussels,Europe,"Belgian National Internet Exchange",https://bnix.net/,Active,19950000,0,50.90000,4.53000,61,300000000,0,80000000,0.000000,No,2021-09-03,1,50,1,73,156,25,https://bnix.net/en/content/participants,No,,387
1088,Brazil,Londrina,"Latin America","Ponto de Troca de Trafego do Londrina",https://ix.br/adesao/lda,Active,20090215,0,-23.33000,-51.13000,32,530000000,21,5000000,0.000000,No,2021-11-03,4,51,22,29,254,7,https://ix.br/particip/lda,No,,137
80,Germany,Berlin,Europe,"Berlin Commercial Internet Exchange",https://www.bcix.de/bcix/,Active,20020906,303761,52.38000,13.52000,120,521863361,306812394,105913095,0.000000,Yes,2021-10-04,2,53,7,42,80,27,https://www.bcix.de/bcix/members/,Yes,BER,387
64,"United Kingdom",London,Europe,"London Network Access Point",https://www.lonap.net/,Active,19980000,89149,51.48000,-0.45000,232,500000000,390323594,160208112,0.000000,Yes,2021-09-03,2,55,2,19,34,28,https://www.lonap.net/members.shtml,Yes,LHR,387
147,"South Korea",Seoul,Asia-Pacific,"Korea Internet Neutral Exchange KINX",https://www.kinx.net/?lang=en,Active,20000600,191654,37.50000,126.93000,64,412000000,0,0,0.000000,Yes,2016-03-08,1,56,2,33,148,12,https://www.kinx.net/service/network/ix/localpeering/?lang=en,Yes,ICN,253
234,Switzerland,Zurich,Europe,SwissIX,https://www.swissix.ch/,Active,20010309,98444,47.48000,8.53000,229,392023384,256904557,92990065,0.000000,Yes,2021-10-05,1,57,2,20,35,29,https://www.swissix.ch/participation/participants,Yes,ZRH,387
1092,Brazil,"Porto Alegre","Latin America","Ponto de Troca de Trafego do Porto Alegre",https://ix.br/adesao/rs,Active,20020400,0,-30.00000,-51.18000,287,366170000,138000000,50000000,0.000000,No,2021-09-03,5,58,4,4,23,8,https://ix.br/particip/rs,No,,137
20,Brazil,Brasília,"Latin America","Ponto de Troca de Tráfego do Brasília",https://ix.br/adesao/df,Active,20090000,0,-15.78000,-47.93000,103,359750000,30600000,5000000,0.000000,No,2021-09-03,6,59,10,13,96,9,http://ix.br/particip/df,No,,137
1137,Bulgaria,Sofia,Europe,"Bulgarian Internet eXchange",https://www.bix.bg/en/home.html,Active,20090801,255099,42.65000,23.38000,77,359110000,179500000,90000000,0.000000,Yes,2021-09-03,2,60,2,63,127,30,https://www.bix.bg/en/members/public_peers.html,Yes,SOF,387
238,Taiwan,Taipei,Asia-Pacific,"Taiwan Internet Exchange",https://www.twix.net/index_e.html,Active,19971200,35830,25.03000,121.52000,26,330650000,110720000,50000000,0.000000,No,2021-09-03,1,63,2,65,283,14,https://www.twix.net/member_e.html,No,,253
99,Hungary,Budapest,Europe,"Budapest Internet Exchange",http://www.bix.hu/,Active,19960000,0,47.43000,19.18000,80,287000000,122000000,46900000,0.000000,No,2021-09-03,1,66,1,61,122,33,http://www.bix.hu/en/members,No,,387
81,Germany,Berlin,Europe,"Megaport Berlin IX",https://www.megaport.com/,Active,20030000,225699,52.38000,13.52000,56,286000000,0,0,0.000000,Yes,0000-00-00,3,67,12,78,166,34,https://www.ecix.net/connected-networks,Yes,"FRA, SXF",387
1308,"South Africa","Cape Town",Africa,"NAPAfrica Cape Town",https://www.napafrica.net/,Active,20120000,252104,-33.98000,18.60000,233,280199692,199258997,71148189,0.000000,Yes,2021-10-05,2,69,2,2,33,2,https://www.napafrica.net/who-is-peering/,Yes,SDB,82
1341,"United Arab Emirates",Dubai,Europe,"UAE-IX by DE-CIX",https://www.uae-ix.net/,Active,20120224,2438,25.25000,55.33000,70,273900000,94200000,45000000,0.000000,Yes,2021-09-03,1,70,1,68,140,35,https://www.uae-ix.net/customers-partners/customers/,Yes,DXB,387
803,Netherlands,Rotterdam,Europe,"Rotterdam Internet eXchange",https://r-ix.nl/,Active,20070000,15279,51.95000,4.45000,29,250000000,0,40000000,0.000000,Yes,2018-02-28,4,73,10,125,266,37,https://r-ix.nl/content/customerlist,No,,387
307,"United States",Miami,"North America","NAP of the Americas",https://enterprise.verizon.com/,Active,20040812,619952,25.83000,-80.29000,87,250000000,0,0,0.000000,Yes,0000-00-00,10,73,16,17,116,12,,No,,254
601,Malaysia,"Kuala Lumpur",Asia-Pacific,"Malaysia Internet Exchange",http://www.myix.my/,Active,20061215,779150,3.13000,101.70000,75,249000000,0,0,0.000000,Yes,0000-00-00,1,75,1,29,131,15,http://www.myix.my/our-members/ordinary,Yes,KUL,253
804,Romania,Bucharest,Europe,InterLAN-IX,https://www.interlan.ro/,Active,20070000,269021,44.50000,26.13000,123,244991330,170399536,54128778,0.000000,Yes,2021-10-05,1,76,1,38,76,38,https://www.interlan.ro/?t=5,Yes,OTP,387
94,Greece,Athens,Europe,"GR-IX Athens",https://www.gr-ix.gr/,Active,20000000,0,37.90000,23.70000,57,238893161,158512591,51884622,0.000000,Yes,2021-10-05,1,77,1,76,164,39,https://www.gr-ix.gr/members/,No,ATH,387
1199,Brazil,Campinas,"Latin America","Ponto de Troca de Trafego do Campinas",https://ix.br/adesao/cas,Active,20091130,0,-22.90000,-47.08000,71,235033348,144206014,29681192,0.000000,No,2021-10-01,7,78,14,17,142,10,https://ix.br/particip/cas,No,,137
204,Slovakia,Bratislava,Europe,"Slovak Internet eXchange Bratislava",http://www.six.sk/,Active,19961000,0,48.20000,17.20000,57,234240036,123770367,31940262,0.000000,No,2021-10-05,1,80,1,76,164,41,http://www.six.sk/index.php?lang=en&page=pripojene_siete,No,,387
917,Poland,Poznan,Europe,"Poznan Internet Exchange",https://www.pozix.pl/,Active,20060310,0,52.42000,16.83000,15,230000000,90000000,29000000,0.000000,No,2020-01-31,5,81,9,165,367,42,https://www.pozix.pl/en/,No,,387
616,Nigeria,Lagos,Africa,"Internet Exchange Point of Nigeria - Lagos",http://ixp.net.ng/,Active,20060000,9298,6.55000,3.35000,61,229934762,104173919,34159770,0.000000,Yes,2021-10-04,1,82,1,7,156,3,http://ixp.net.ng/member-list/,Yes,LOS,82
332,"United States",Portland,"North America","Northwest Access Exchange",http://www.nwax.net/,Active,20021200,242807,45.52000,-122.68000,97,227386148,152300079,79630489,0.000000,Yes,2021-10-05,11,83,13,14,100,13,http://www.nwax.net/Members,Yes,"PDX, PDX",254
630,"United States","Kansas City","North America","Kansas City Internet Exchange",http://www.kcix.net/,Active,20060000,118857,39.10000,-94.58000,72,220000000,0,25000000,0.000000,Yes,2021-08-27,12,85,19,21,138,14,http://www.kcix.net/,Yes,MCI,254
1271,Germany,Munich,Europe,"DE-CIX Munich",https://www.de-cix.net/en/locations/germany/munich,Active,20100400,262737,48.13000,11.70000,219,109300000,60300000,22000000,0.000000,Yes,2021-09-03,5,87,4,22,38,43,https://www.de-cix.net/en/locations/germany/munich/connected-networks,No,,387
627,Sweden,Stockholm,Europe,"Stockholm Internet Exchange",https://www.sthix.net/,Active,20070000,0,59.33000,18.05000,122,196603184,128230094,58727222,0.000000,No,2021-10-05,2,88,2,39,77,44,https://www.sthix.net/index.php/home/connected-networks/,No,,387
1234,Luxembourg,Luxembourg,Europe,"Luxembourg Commercial Internet Exchange",http://www.lu-cix.lu/,Active,20100000,0,49.62000,6.22000,79,194300000,113000000,25000000,0.000000,Yes,2021-09-03,1,89,1,62,124,45,http://www.lu-cix.lu/members-list.html,No,LUX,387
88,Germany,Hamburg,Europe,"DE-CIX Hamburg",https://www.de-cix.net/en/locations/germany/hamburg,Active,20070000,274962,53.55000,10.03000,216,193300000,87200000,30000000,0.000000,Yes,2021-09-03,6,90,5,23,39,46,https://www.de-cix.net/en/locations/germany/hamburg/connected-networks,No,HAM,387
120,Italy,Rome,Europe,"Roma Internet Exchange Point",https://www.namex.it/,Active,19960000,0,41.90000,12.45000,173,183093414,117805271,33033508,0.000000,Yes,2021-10-05,2,91,2,30,54,47,https://www.namex.it/connected_networks/,Yes,FCO,387
237,Taiwan,Taipei,Asia-Pacific,"Taipei Internet Exchange (TPIX)",http://www.tpix.net.tw/,Active,20020702,0,25.03000,121.52000,42,170000000,75,35000000,0.000000,No,2021-09-03,2,93,1,51,217,16,http://www.tpix.net.tw/mem_list.html,No,TPE,253
121,Italy,Torino,Europe,"Torino Piemonte Exchange Point",https://www.top-ix.org/it/home/,Active,20020400,217948,45.22000,7.65000,120,164371000,97600000,10000000,0.000000,Yes,2021-09-03,3,94,3,42,80,49,https://www.top-ix.org/en/connected_networks/,Yes,TRN,387
1269,Russia,"St. Petersburg",Europe,"DataIX St Petersburg",http://www.dataix.ru/,Active,20101020,0,59.93000,30.30000,298,160000000,0,20000000,0.000000,No,2021-09-03,4,95,3,13,21,50,http://www.dataix.ru/members/,No,LED,387
174,Norway,Oslo,Europe,"Norwegian Internet Exchange Oslo 1",http://www.nix.no/,Active,19930300,0,59.95000,10.70000,91,144000000,0,30000000,0.000000,No,2021-09-03,1,97,1,56,112,51,https://www.nix.no/who-is-connected/,No,,387
613,"Czech Republic",Prague,Europe,"Neutral czFree eXchange",http://www.nfx.cz/,Active,20070000,0,50.08000,14.43000,10,152770000,69890000,18000000,0.000000,No,2021-09-03,3,98,3,192,442,52,http://www.nfx.cz/clenove,No,,387
51,Croatia,Zagreb,Europe,"Croatian Internet Exchange",https://www.cix.hr/,Active,20000000,0,45.82000,16.03000,34,75156700,49437188,15766517,0.000000,Yes,2021-10-04,1,99,1,118,246,53,https://www.cix.hr/clanice/clanice,Yes,ZAG,387
1149,"United States","New York","North America","Digital Realty New York Internet Exchange",https://ix.digitalrealty.com/,Active,20090000,145150,40.75000,-74.00000,68,150000000,0,50000000,0.000000,Yes,2021-09-03,15,100,21,23,144,17,https://ix.digitalrealty.com/,Yes,LGA,254
1233,Italy,Milan,Europe,"Milan Neutral Access Point",https://www.minap.it/,Active,20080000,0,45.45000,9.17000,76,145867279,84706802,26059039,0.000000,No,2021-10-03,4,103,4,64,128,54,https://www.minap.it/members/,No,,387
8,Australia,Melbourne,Asia-Pacific,"IX Australia (Melbourne VIC)",https://www.ix.asn.au/peering/,Active,20110000,0,-37.82000,144.97000,116,143500000,51400000,39100000,0.000000,No,2021-08-03,3,104,5,17,85,19,https://www.ix.asn.au/peers-vic/,No,,253
117,Israel,"Tel Aviv",Europe,"Israeli Internet Exchange",https://en.isoc.org.il/iix/about-iix,Active,19960000,0,32.00000,34.90000,20,130000000,61000000,25000000,0.000000,Yes,2021-09-03,1,105,1,151,328,55,https://en.isoc.org.il/iix/iix-users,Yes,TLV,387
58,Ecuador,Quito,"Latin America","NAP AEPROVI Quito",http://aeprovi.org.ec/es/napec,Active,20030000,0,-0.15000,-78.48000,21,121059189,65798942,12652637,0.000000,No,2021-10-05,1,107,1,38,315,12,http://aeprovi.org.ec/es/napec/topologia,No,,137
209,"South Africa",Johannesburg,Africa,"Johannesburg Internet Exchange",https://ispa.org.za/,Active,19960600,219839,-26.13000,28.23000,124,105544806,72057653,0,0.000000,Yes,2021-10-05,3,108,3,3,75,4,https://ispa.org.za/,Yes,"HLA, JNB",82
1350,Serbia,Belgrade,Europe,"Serbian Open Exchange",http://www.sox.rs/,Active,20100900,303547,44.82958,20.46547,40,100000000,0,0,0.000000,Yes,0000-00-00,1,115,1,107,225,58,http://www.sox.rs/en/?id=News&lang=en,Yes,BEG,387
1194,Bulgaria,Sofia,Europe,"Balkan Internet Exchange",http://www.b-ix.net/,Active,20100000,0,42.65000,23.38000,47,99210000,69420000,30000000,0.000000,No,2021-09-03,3,116,3,95,195,59,http://www.b-ix.net/members/peers/,No,,387
516,Russia,Krasnoyarsk,Europe,"Krasnoyarsk Internet Exchange",http://www.red-ix.ru/,Active,20060000,0,56.17000,92.50000,48,92890000,54330000,23260000,0.000000,No,2021-09-03,6,117,18,92,190,60,http://www.red-ix.ru/members/,No,,387
9,Australia,Perth,Asia-Pacific,"IX Australia (Perth WA)",https://www.ix.asn.au/peering/,Active,19970000,32274,-31.93000,115.95000,103,87300000,29400000,20700000,0.000000,Yes,2021-08-03,6,120,7,19,98,23,https://www.ix.asn.au/peers-wa/,Yes,PER,253
195,Russia,"St. Petersburg",Europe,"MSK-IX St. Petersburg",http://www.msk-ix.ru/eng/,Active,20090000,0,59.93000,30.30000,104,83400000,0,0,0.000000,No,2016-06-06,8,123,8,47,92,62," http://www.msk-ix.ru/en/members/",No,,387
369,"United States","San Francisco","North America","San Francisco Metropolitan Internet Exchange",https://www.sfmix.org/,Active,20060500,240175,37.78000,-122.43000,75,80000000,0,25000000,0.000000,Yes,2021-09-03,20,124,18,19,131,22,https://www.sfmix.org/participants,Yes,SFO,254
186,Portugal,Lisbon,Europe,"Gigabit Portuguese Internet Exchange Point",https://gigapix.pt/en/index/,Active,19951000,181368,38.73000,-9.15000,44,78290000,56600000,20000000,0.000000,Yes,2021-09-03,1,125,2,101,209,63,https://gigapix.pt/en/members/,Yes,LIS,387
539,Philippines,Manila,Asia-Pacific,"Philippine Open Internet Exchange",http://phopenix.net/,Active,20070000,725560,14.58000,120.95000,60,75450000,43820000,20000000,0.000000,Yes,2021-09-03,1,126,1,35,160,24,http://phopenix.net/members/,Yes,MNL,253
1319,China,"Hong Kong",Asia-Pacific,"AMS-IX Hong Kong",https://ams-ix.hk/,Active,20120401,0,22.33000,114.18000,58,73228000,31879000,530000,3.070990,No,2021-09-03,3,127,4,36,162,25,https://ams-ix.hk/connected_parties,No,,253
211,Spain,Barcelona,Europe,"Catalunya Neutral Internet Exchange Point",http://www.catnix.net/,Active,19990407,122769,41.28000,2.07000,48,72520000,36000000,10000000,0.000000,Yes,2021-08-29,3,128,3,92,190,64,http://www.catnix.net/participants.json,Yes,BCN,387
128,Japan,Osaka,Asia-Pacific,NSPIXP-3,http://nspixp.wide.ad.jp/3/,Active,19970300,0,34.53000,135.50000,23,72000000,0,0,0.000000,No,0000-00-00,5,130,9,67,298,26,,No,,253
1077,"United States",Boston,"North America","Massachusetts Internet Exchange",http://mass-ix.net/,Active,20150514,237255,42.37000,-71.03000,43,70000000,0,18000000,0.000000,Yes,2021-09-03,22,131,29,32,215,24,http://mass-ix.net/peering.html,Yes,BVY,254
145,"South Korea",Seoul,Asia-Pacific,"LGDACOM Internet Exchange",,Active,19961000,0,37.50000,126.93000,52,70000000,0,0,0.000000,No,0000-00-00,2,131,3,37,174,27,,No,,253
29,Brazil,"São Paulo","Latin America","Equinix São Paulo",https://ix.equinix.com,Active,19980000,0,-23.62000,-46.65000,172,70000000,50000000,38000000,0.000000,No,0000-00-00,9,131,5,6,55,13,,No,,137
373,"United States","Los Angeles","North America","Any2 California",https://www.coresite.com/,Active,20051200,621289,33.97000,-118.25000,449,68000000,0,0,0.000000,Yes,2009-06-22,23,136,1,1,13,25,https://www.coresite.com/solutions/interconnection/peering-exchanges/any2-internet-peering-exchange/any2-peering-participants,Yes,SNA,254
1332,"United Kingdom",Manchester,Europe,"IXManchester powered by LINX",https://www.linx.net/,Active,20120429,4695,53.35000,-2.27000,89,64000000,45000000,20000000,0.000000,Yes,2018-08-22,3,139,4,58,114,67,https://portal.linx.net/members/list-ip-asn,Yes,MAN,387
205,Slovenia,Ljubljana,Europe,"Slovenian Internet Exchange",http://arnes.splet.arnes.si/infrastruktura/six-sticisce-omrezij/,Active,19940200,0,46.22000,14.48000,27,61400000,32300000,14000000,0.000000,No,2021-09-03,1,140,1,130,277,68,http://www.arnes.si/infrastruktura/six-sticisce-omrezij/clanstvo-v-six/,No,,387
54,"Czech Republic",Brno,Europe,"Brno Internet Exchange Point",http://www.br-ix.cz/,Active,0,0,49.15000,16.70000,7,53000000,0,12000000,0.000000,No,2021-09-03,4,145,4,220,526,69,,No,,387
1128,Italy,Padova,Europe,"VSIX NAP del Nord Est",https://www.vsix.it/,Active,20090901,0,45.40000,11.85000,1,52350000,28600000,5000000,0.000000,No,2021-09-03,5,146,12,265,683,70,https://www.vsix.it/it/chi-siamo/aderenti.htm,No,,387
71,France,Lyon,Europe,"Lyon Internet Exchange",http://www.lyonix.net/fr/,Active,20100601,31926,45.72000,4.95000,93,49437307,26459908,0,0.000000,Yes,2021-10-05,4,149,5,55,108,72,http://www.lyonix.net/en/lyonix-members,Yes,LYS,387
189,Romania,Bucharest,Europe,"Romanian National Internet Exchange",http://www.ronix.ro/,Active,20010907,0,44.50000,26.13000,38,47000000,30000000,11000000,0.000000,No,2019-02-03,2,151,3,110,233,73,https://www.ronix.ro/en/members-2/,No,,387
1241,Russia,Simferopol,Europe,"Crimea Internet Exchange",https://crimea-ix.net/,Active,20060220,0,44.95210,34.10240,53,45700000,37900000,15000000,0.000000,No,2021-09-03,9,153,16,83,172,74,https://crimea-ix.net/members.html,No,,387
143,Kenya,Nairobi,Africa,"Kenya Internet Exchange Point",https://www.tespok.co.ke/?page_id=11648,Active,20010200,184030,-1.32000,36.82000,53,45421290,27843238,7066887,0.000000,Yes,2021-10-04,1,154,1,8,172,6,https://www.tespok.co.ke/?page_id=11646,Yes,NBO,82
56,Denmark,Copenhagen,Europe,"Danish Internet Exchange",http://www.dix.dk/,Active,19940500,0,55.67000,12.57000,48,44207242,0,0,0.000000,No,2017-02-22,2,156,2,92,190,75,http://www.dix.dk/connectednetworks.html,No,,387
190,Russia,Ekaterinburg,Europe,"MSK-IX Ekaterinburg",https://www.msk-ix.ru/en/,Active,20121201,0,56.80000,60.63000,62,43200000,0,0,0.000000,No,2016-06-06,10,157,13,72,155,76,https://www.msk-ix.ru/en/members/,No,,387
325,"United States","Palo Alto","North America","Equinix Palo Alto",https://www.equinix.com/services/interconnection-connectivity/,Active,19941200,1342039,37.44000,-122.15000,92,41000000,0,0,0.000000,Yes,0000-00-00,25,158,15,16,109,29,,Yes,PAO,254
22,Brazil,Florianópolis,"Latin America","Ponto de Troca de Tráfego do Florianópolis",https://ix.br/adesao/sc,Active,20080000,0,-27.58000,-48.57000,92,40190000,6040000,2000000,0.000000,No,2021-09-03,10,159,11,14,109,14,https://ix.br/particip/sc,No,,137
206,"South Africa","Cape Town",Africa,"Cape Town Internet Exchange",https://ispa.org.za/,Active,20090700,96641,-33.98000,18.60000,63,39991809,26552382,8391897,0.000000,Yes,2021-10-05,4,160,6,6,153,7,https://ispa.org.za/membership/list-of-members/,Yes,CPT,82
19,Brazil,"Belo Horizonte","Latin America","Ponto de Troca de Tráfego do Belo Horizonte",https://ix.br/adesao/mg/,Active,20100100,0,-19.63000,-43.97000,109,38900000,10700000,1100000,0.000000,No,2021-09-03,11,161,8,11,86,15,http://ix.br/particip/mg,No,,137
69,Finland,Helsinki,Europe,"Finnish Communication and Internet Exchange Helsinki",https://www.ficix.fi/,Active,19930000,0,60.17000,25.00000,47,36000000,0,0,0.000000,No,2013-03-20,1,164,2,95,195,78,https://www.ficix.fi/membership/ficix-jasenet/,No,,387
1200,Brazil,Recife,"Latin America","Ponto de Troca de Trafego do Recife",https://ix.br/adesao/pe,Active,20091201,0,-8.07000,-34.85000,118,34010000,6960000,2000000,0.000000,No,2021-09-03,13,168,7,9,82,17,https://ix.br/particip/pe,No,,137
